energy,smiles
-7.4,C=C[C@@H]1C[C@@](C)([C@@H]2C(C)=NNN2CC(=O)c2cccc(F)c2)O1
-6.2,C=CC[C@@H](O)[C@H]1C(C2CC2)=NNN1C1=CC=C2CC=CC=C2N1C
-7.9,C[C@H]1C(COC[C@H]2CN(C)C(=O)O2)=NNN1c1cccc2cccnc12
-6.6,C[C@H]1C(CCC#CCO)=NNN1c1ccc(CO)cc1
-6.5,CCN(CC)CC1=NNN(c2ccc(F)cc2F)[C@H]1C1(O)CCCC1
-8.8,C[C@H]1C(CCNC(=O)NCc2ccco2)=NNN1C1=NS(=O)(=O)c2ccccc21
-6.0,C#C[C@](C)(c1ccccc1)N1NN=C(C(C)(C)O)[C@H]1c1cccc(C)c1F
-7.7,CCOc1ccc(CN2NN=C(C)[C@@H]2c2ccc(CO)cc2)cc1
-7.5,C[C@H]1C(CCCC=O)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-8.3,CCOc1ccc(CN2NN=C(c3ccccc3)[C@@H]2c2ccc(COC(C)=O)o2)cc1
-7.1,CCOc1ccc(CN2NN=C(C[C@H](C)O)[C@H]2CN2CCCCC2)cc1
-5.5,CCC1=NNN(c2cc(NC(N)=S)ccc2C)[C@H]1[C@]1(C)O[C@H]1CO
-7.2,COC(=O)Nc1cccc(OCC2=NNN(c3ccnc4c(S(C)(=O)=O)cccc34)[C@H]2C)c1
-7.7,C#Cc1ccc(C2=NNN(C[C@@H]3COc4ccccc4O3)[C@H]2c2ccc(OC)cc2)cc1
-6.9,COC(C)(C)C1=NNN(CC2=C[C@H]3NCN=C3C=C2)[C@@H]1[C@@H]1CO1
-6.5,CCOC(=O)/C=C/C1=NNN(c2ccc(F)cc2F)[C@H]1c1cccc(N)c1
-8.1,Cc1ccncc1[C@@H]1C(CO)=NNN1CCCN1NN=C2C=CC=C[C@@H]21
-5.8,CC(=O)O[C@H](C)CC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1CN1CCOCC1
-6.1,CN1C2=CC=CCC2=CC=C1N1NN=C(C=O)[C@@H]1C(C)(C)N
-6.0,C#C[C@](C)(c1ccccc1)N1NN=C(C)[C@@H]1[C@]1(O)C(=O)C(C)=C1C
-6.7,CCCC1=NNN(c2cccc(CO)c2)[C@H]1[C@H]1CCC(=O)C1
-5.6,C=CC[C@@H]([C@@H]1C(c2ccccc2)=NNN1c1nncn1NCc1ccc(OC)cc1)N(C)C
-5.8,COc1ccc(CNn2cnnc2N2NN=C(c3ccccc3)[C@@H]2C(=O)C(C)(C)O)cc1
-5.9,CC[C@@H](O)C1=NNN(c2nncn2NCc2ccc(F)cc2)[C@H]1[C@@](C)(O)CCC=C(C)C
-7.8,C[C@H]1C(CNCc2ccccc2)=NNN1CC(=O)c1cccc(F)c1
-5.5,CC1=NNN(c2cccc3cccnc23)[C@H]1[C@@H](C)O
-7.2,CCCNC(=O)CN1CCN(CC2=NNN(CC3=C[C@H]4NCN=C4C=C3)[C@H]2C)CC1
-6.2,C#C[C@@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1c1ccc(C(=O)O)cc1
-7.6,COc1cccc(C2=NNN(Cc3ccc(-n4cccn4)cc3)[C@H]2C(=O)O)c1
-6.1,Cc1ccc(C)c(C2=NNN(c3ccnc4c(S(C)(=O)=O)cccc34)[C@H]2C(=O)O)c1
-7.1,COc1ccc(CNn2cnnc2N2NN=C(COc3ccccc3OC)[C@@H]2Cn2ccnc2)cc1
-6.6,CC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@H]1[C@@H]1C[C@@H]2CC[C@H]1C2
-6.4,COc1ccc(CNn2cnnc2N2NN=C(c3ccccc3)[C@@H]2[C@@]2(O)Cc3ccccc32)cc1
-8.4,C[C@H]1C(CCC(=O)NCCc2ccccc2)=NNN1C1=NS(=O)(=O)c2ccccc21
-7.9,Cc1ccc(CN2NN=C(C(C)(C)O)[C@H]2c2ccccc2C=O)cc1C
-8.4,O[C@@H](C1=NNN(CCCN2NN=C3C=CC=C[C@@H]32)[C@H]1c1cccs1)c1ccccc1
-6.5,CCN1C2=CC=CCC2=CC=C1N1NN=C(C(C)(C)O)[C@@H]1c1ccc(C(C)=O)s1
-7.9,C[C@@H]1C(Cc2ccccc2CO)=NNN1CC(=O)c1cccc(F)c1
-8.0,COC(=O)C#Cc1cccc([C@H]2C(C(=O)OC)=NNN2CCCN2NN=C3C=CC=C[C@@H]32)c1
-8.1,C#Cc1ccc(C2=NNN(Cc3ccc(C)c(C)c3)[C@H]2c2ccc(C(=O)O)cc2)cc1
-6.3,Cc1cc(C(=O)O)c([C@H]2C(c3ccccc3)=NNN2c2cccc(CO)c2)s1
-6.8,CN(C)C[C@H]1C(CN2C(=O)c3ccccc3C2=O)=NNN1C1=CC=C2CC=CC=C2N1C
-6.4,COC[C@@H]1O[C@H]1[C@@H]1C(C(C)(C)C)=NNN1c1ccc(C(=O)C=O)cc1
-6.6,COC(=O)[C@H]1C(C)=NNN1Cc1ccccc1
-6.2,CC(C)OC(=O)[C@H]1C(CN)=NNN1c1ccc(C(=O)NN)cc1
-7.9,C[C@H](O)C1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@H]1[C@H](C)O
-5.1,C#C[C@](C)(c1ccccc1)N1NN=C(CC)[C@@H]1[C@@](O)(C(=O)OC)c1ccccc1
-8.2,Cc1ccc(CN2NN=C(CO)[C@H]2c2cnc(-c3ccccn3)o2)cc1C
-7.2,O=C(NCC1=NNN(c2ccc(F)cc2F)[C@@H]1c1ccccc1)C1CC1
-6.1,C#C[C@](C)(c1ccccc1)N1NN=C(C)[C@H]1[C@@H]1CC=CCN1C
-6.2,O=[N+]([O-])c1cc(N2NN=C(CO)[C@@H]2c2ccc(-c3cccnc3)s2)ccc1F
-6.6,CN1C2=CC=CCC2=CC=C1N1NN=C(COC2=NOCC2)[C@H]1CO
-7.4,O=[N+]([O-])c1ccccc1[C@@H]1C(CO)=NNN1CC1=C[C@H]2NCN=C2C=C1
-7.3,Cc1ccc(C(=O)CN2NN=C(CN)[C@H]2c2ccccn2)cc1
-8.0,OC(C1CC1)(C1CC1)[C@H]1C(c2ccccc2)=NNN1CC1=C[C@H]2NCN=C2C=C1
-7.7,C#CCN(CC(=O)N1CCCCC1)CC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@H]1C
-5.6,CCN1C2=CC=CCC2=CC=C1N1NN=C(C[C@H](C)O)[C@@H]1C
-6.5,C=C(C)C1=NNN(c2ccc(CO)cc2)[C@@H]1c1cccs1
-6.3,CC[C@H](O)CC1=NNN(c2ccc(CO)cc2)[C@H]1c1ccccc1
-6.1,C#CC[C@H]1C(C)=NNN1[C@@](C)(C#C)c1ccccc1
-8.2,COc1ccc(CNn2cnnc2N2NN=C(C)[C@@H]2c2ccc(C)cc2)cc1
-7.6,CCC/C=C/[C@@H]1C(/C=C/C(=O)OC)=NNN1C[C@@H]1COc2ccccc2O1
-7.1,CC(C)(C)[C@H]1C(CNC[C@@H](O)c2ccccc2)=NNN1CCCN1NN=C2C=CC=C[C@@H]21
-6.9,CC[C@H]1C(C)=NNN1Cc1nnnn1-c1cccc([N+](=O)[O-])c1
-5.4,COC(=O)[C@H]1C(c2cccc(OC)c2OC)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-6.5,CN1C2=CC=CCC2=CC=C1N1NN=C([C@H](O)c2cccnc2)[C@@H]1C(C)(C)O
-6.7,C[C@H](O)CNCC1=NNN(c2cccc3cccnc23)[C@@H]1c1ccccc1
-7.5,CCC1=NNN(CC(=O)c2ccc(C)cc2)[C@@H]1CS(=O)(=O)c1ccc(F)cc1
-7.3,CC1=NNN(CC2=C[C@H]3NCN=C3C=C2)[C@@H]1[C@@](C)(O)C(C)C
-6.7,COc1cnc([C@@H]2C([C@@H](C)O)=NNN2c2cccc3ncccc23)c2[nH]ccc12
-6.2,COc1ccc(CNn2cnnc2N2NN=C([C@H](C)C3CC3)[C@@H]2C2CC2)cc1
-7.1,COCC1=NNN(Cc2nnnn2-c2cccc([N+](=O)[O-])c2)[C@@H]1C1CCCC1
-7.5,CCOc1ccc(CN2NN=C(COc3cccc(C(N)=O)c3)[C@@H]2COC)cc1
-8.4,COc1ccc(CNn2cnnc2N2NN=C(CO)[C@H]2c2ccc(C)cc2F)cc1
-6.5,CCOc1ccc(CN2NN=C(C)[C@@H]2[C@@]2(C)O[C@H]2CO)cc1
-8.2,Cc1ccc(CN2NN=C(CON)[C@H]2c2ccccc2)cc1C
-7.0,C=CCNCC1=NNN(c2ccc(F)cc2F)[C@@H]1C
-8.5,CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1[C@@H](C)N1NN=C2C=CC=C[C@@H]21
-6.0,CCOC(=O)[C@@](O)(C1CCCCC1)[C@H]1C(C)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-5.5,CC(C)(O)C#CC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1C(C)(C)O
-8.2,COc1ccc([C@H]2C(C)=NNN2CCCN2NN=C3C=CC=C[C@@H]32)nn1
-6.6,OCc1cccc(N2NN=C(CN3CCCC3)[C@@H]2CCCN2CCCC2)c1
-7.7,C[C@H]1C(CCCCN2CCC[C@@H](C(N)=O)C2)=NNN1Cc1ccccc1
-7.4,COC(=O)c1cccc([C@H]2C(CO)=NNN2C[C@@H]2COc3ccccc3O2)c1
-6.8,CN(C)CC1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@H]1[C@H](O)[C@H]1CC=CCC1
-6.8,O=Cc1ccc([C@H]2C(C3(O)CCCCC3)=NNN2c2nncn2NCc2ccc(F)cc2)cc1
-6.1,Nc1ccc([C@H]2C(CO)=NNN2c2ccc(F)c([N+](=O)[O-])c2)cc1
-7.5,COC(=O)C1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1c1cccs1
-5.1,CN(C)[C@H]1C(C#CC=O)=NNN1c1ccc(F)cc1F
-6.5,COc1ccccc1CN(CC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1C)C1CC1
-6.2,CN1C2=CC=CCC2=CC=C1N1NN=C(C2(O)CCCCC2)[C@@H]1C(=O)O
-5.5,CCC1=NNN(c2ccc(F)cc2F)[C@H]1C(=O)O
-6.8,CCOC(=O)NCC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1CN1CCCCC1
-7.6,CCCNCC1=NNN(c2nncn2NCc2ccc(OC)cc2)[C@@H]1c1ccccc1
-7.7,CC1=NNN(C[C@H]2COc3ccccc3O2)[C@H]1[C@@](C)(O)C(C)C
-6.3,CC(=O)c1ccccc1[C@H]1C(C)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-7.8,CCOc1ccc(CN2NN=C(CO[C@@H](C)c3ccc(O)c(O)c3)[C@H]2C)cc1
-6.5,CC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1c1ccccc1C
-5.6,CCN(CC)C[C@@H]1C(CNC(C)=O)=NNN1c1cc(NC(N)=S)ccc1C
-6.0,C#C[C@]1(c2ccccc2)CC[C@@](O)(C(=C)C)[C@H]2C(CN3CCOCC3)=NNN21
-7.3,CC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1[C@]1(O)CC[C@H](C)CC1
-7.2,OC/C=C/[C@H]1C(C#C/C=C/c2ccco2)=NNN1c1cccc2ncccc12
-6.9,C[C@H]1C(C[C@@H](C)O)=NNN1c1ccc(CO)cc1
-8.1,CCOc1ccc(CN2NN=C([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[C@H]2C(=O)O)cc1
-7.3,CCCNC(=O)CN1CCN(CC2=NNN(c3ccc(CO)cc3)[C@H]2C)CC1
-5.6,CC(C)(C)[C@](C)(O)[C@H]1C(CN2CCCC2)=NNN1c1ccc(CO)cc1
-7.8,CCOc1ccc(CN2NN=C([C@H](C)O)[C@@H]2c2ccc(F)cc2)cc1
-6.6,C/C=C\[C@H]1C(CCO)=NNN1c1ccc(C(=O)C=O)cc1
-7.3,Cc1ccc([C@@H]2C(c3ccccc3)=NNN2c2ccc(C(=O)C=O)cc2)nc1
-7.5,CC1=NNN(CC(=O)c2cccc(F)c2)[C@H]1[C@@H]1C[C@@H]2CC[C@H]1C2
-5.4,CC1=NNN(c2cc(NC(N)=S)ccc2C)[C@H]1C1=C(C=O)CCC1
-7.9,CCOc1ccc(CN2NN=C(C(C)(C)O)[C@@H]2c2ccc([C@@H]3NCCS3)cc2)cc1
-5.9,CCC(=O)[C@H]1C(c2ccccc2)=NNN1c1ccc(C(=O)NN)cc1
-7.6,Cc1cccc(OCC2=NNN(C3=CC=C4CC=CC=C4N3C)[C@@H]2CN)c1
-7.1,CC(C)(O)C1=NNN(CC(=O)c2cccc(F)c2)[C@H]1C1(O)CCCC1
-6.7,CCOC(=O)C1=NNN(CC(=O)c2ccc(C)cc2)[C@@H]1C(=O)OCC
-6.6,Cc1ccccc1[C@H]1C(CO)=NNN1c1cccc2cccnc12
-7.0,CCOc1ccc(CN2NN=C(C(C)(C)C)[C@H]2[C@H]2O[C@H]2C)cc1
-7.2,CC(C)N(CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1[C@H](C)O)Cc1ccccc1
-7.7,C[C@H]1C(CN(CC(=O)N(C)C)c2ccccc2)=NNN1c1ccc(C(=O)C=O)cc1
-7.7,C[C@@H]1C(COc2ccc(OCCO)cc2)=NNN1c1ccc(F)cc1F
-6.4,CCC1=NNN(c2ccc(F)cc2F)[C@H]1CN(C(=O)O)C(C)(C)C
-8.3,Cc1ccc(CN2NN=C(CN3CC[C@]4(C3)NC(=O)N(C(C)C)C4=O)[C@@H]2C)cc1C
-6.6,C[C@@H](NC(=O)[C@H]1C(c2ccccc2)=NNN1Cc1ccccc1)C(C)(C)C
-6.8,Cc1ccc(C2=NNN(c3cccc4ncccc34)[C@H]2C(=O)O)o1
-7.5,CCC1(CC)CC(=O)N(CC2=NNN(c3cccc4cccnc34)[C@H]2C)C1=O
-7.7,COc1ccc(OCC2=NNN(c3ccnc4c(S(C)(=O)=O)cccc34)[C@H]2Cn2ccnc2)cc1
-5.4,C=C[C@](C)(OC(C)=O)[C@H]1C(CN2CCCC2)=NNN1c1nncn1NCc1ccc(OC)cc1
-6.8,CN1CCN(CC2=NNN(c3nncn3NCc3ccc(F)cc3)[C@@H]2C(=O)O)CC1
-8.2,O=C(O)c1coc([C@H]2C(c3ccccc3)=NNN2CCc2ccc(-c3ncc[nH]3)cc2)c1
-7.1,C[C@H](OCCO)[C@H]1C(CN(C)C)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-7.1,CCN(CC)CC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1CN
-7.3,CC[C@@H]1C(COC(=O)C(C)(C)C)=NNN1CC(=O)c1ccc(C)cc1
-7.3,CN(C)CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1c1cncs1
-6.0,COC(=O)[C@@H]1C(CNC(=O)OC(C)(C)C)=NNN1C1=CC=C2CC=CC=C2N1C
-7.4,COCCNC(=O)NCC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@@H]1c1ccccc1
-7.9,CC(C)(O)[C@H]1C(/C=N\NC(=O)c2ccncc2)=NNN1Cc1ccc(-n2cccn2)cc1
-7.4,NC[C@H]1C(CN2CCCCCC2)=NNN1CC1=C[C@H]2NCN=C2C=C1
-7.9,C#Cc1ccc(C2=NNN(CC(=O)c3ccc(C)cc3)[C@H]2c2ccc(C(=O)O)cc2)cc1
-5.8,CCC(CC)(OC(C)=O)[C@H]1C(CN2CCCC2)=NNN1c1cccc(CO)c1
-7.4,CCN1C2=CC=CCC2=CC=C1N1NN=C(CCO/N=C2/C[C@@H]3CC[C@H](C2)N3C)[C@@H]1C
-7.3,NCC1=NNN(c2ccc(C(=O)NN)cc2)[C@@H]1CCc1ccccc1
-6.1,CCC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@H]1CC
-5.4,CCN(CC)CC1=NNN(c2cccc(CO)c2)[C@H]1CCN
-6.4,CCN(CC)CC1=NNN(c2cccc3ncccc23)[C@@H]1c1ccccc1
-6.2,C[C@@](O)(C1CC1)[C@H]1C(C2CC2)=NNN1c1cccc2ncccc12
-7.5,C[C@H]1C(CC[C@H]2CCCC2=O)=NNN1Cc1ccccc1
-6.7,CC[C@](C)(O)C1=NNN(C[C@H]2COc3ccccc3O2)[C@@H]1[C@@](C)(O)CC
-6.0,CC(=O)O[C@@H](C)CC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1CN1CCCCC1
-6.9,COC(=O)/C=C/C1=NNN(C2=CC=C3CC=CC=C3N2C)[C@@H]1c1ccccc1
-6.7,Cn1cc([C@H]2C(c3ccccc3)=NNN2c2cccc(CO)c2)c(=O)n(C)c1=O
-7.8,CC(=O)[C@H]1C(c2cccn2C)=NNN1C[C@@H]1COc2ccccc2O1
-7.7,CCOC(=O)[C@H]1C(c2ccccc2OC)=NNN1CC(=O)c1cccc(F)c1
-7.5,C[C@H]1O[C@@H]1[C@H]1C(C(C)(C)C)=NNN1C[C@@H]1COc2ccccc2O1
-5.9,CS(=O)(=O)c1cccc2c(N3NN=C(C4CCOCC4)[C@H]3C(=O)O)ccnc12
-5.6,CCC[C@@H](O)[C@H]1C(c2ccccc2)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-6.2,C=CC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1[C@H]1CCC[C@H]1CO
-6.9,CS(=O)(=O)c1cccc2c(N3NN=C(c4ccccc4)[C@@H]3[C@@H](O)c3ccccc3)ccnc12
-7.2,O=C(O)C1=NNN(c2cccc(CO)c2)[C@H]1c1ccn(CC(F)(F)F)n1
-6.3,O=C(O)C1=NNN(c2ccc(F)cc2F)[C@H]1c1ccc(F)cc1
-6.8,CCOC(=O)C1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1c1ccccc1[N+](=O)[O-]
-7.1,CCC1=NNN(Cc2ccc(C)c(C)c2)[C@@H]1c1ccc(CC)o1
-6.4,CCC1=NNN(c2ccc(CO)cc2)[C@H]1[C@@H]1CCC(=O)O1
-7.1,CC1=CC(=O)[C@H](C(=O)[C@H]2C(c3ccccc3)=NNN2c2cc(NC(N)=S)ccc2C)CC1
-8.2,Cc1cccc([C@H]2C(C(=O)O)=NNN2Cc2ccc(-n3cccn3)cc2)c1
-6.7,CC1=NNN(Cc2ccccc2)[C@H]1[C@@H]1OCC[C@H](C)O1
-5.9,C#C[C@](C)(c1ccccc1)N1NN=C(C(C)(C)O)[C@@H]1c1ccc(C(=O)OC)cc1
-6.1,COc1ccc(CNn2cnnc2N2NN=C(CN3CCOCC3)[C@H]2CCN)cc1
-8.0,Cc1cccc([C@H]2C(CN3CCCCC3)=NNN2c2cccc3cccnc23)c1
-7.0,CC[C@H](O)CCC1=NNN(C2=CC=C3CC=CC=C3N2CC)[C@H]1c1ccccc1
-6.9,C#C[C@@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1c1cc(C)ccn1
-6.2,CCC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1C1(O)CCCC1
-5.7,C=CCOC(=O)[C@H]1C(CCCC)=NNN1c1nncn1NCc1ccc(F)cc1
-8.4,Cc1ncc(C2=NNN(C[C@H]3COc4ccccc4O3)[C@@H]2c2cccc(C#N)c2)[nH]1
-6.4,CC(C)(O)[C@H]1C(c2cccc(N)c2)=NNN1C1=NS(=O)(=O)c2ccccc21
-7.5,COC[C@@H]1C(COc2ccc(C)cc2OC)=NNN1Cc1ccc(-n2cccn2)cc1
-6.5,O=C(O)c1cccc([C@H]2C(c3ccccc3)=NNN2c2cc3c(cc2[N+](=O)[O-])OCCO3)c1
-8.1,C[C@H]1C(COc2cccc(O[C@H](C)C(N)=O)c2)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-7.2,O=C(NCC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@H]1c1ccccc1)c1ccsc1
-6.2,CC(=O)O[C@@H](C)CC1=NNN(c2ccc(C(=O)C=O)cc2)[C@H]1CN1CCCC1
-7.3,CNC[C@H]1C(COc2ccccc2)=NNN1c1cc(NC(N)=S)ccc1C
-5.7,C#C[C@@](C)(c1ccccc1)N1NN=C(c2ccccc2)[C@@H]1[C@@H](O)C(C)C
-6.3,CC(C)(O)C1=NNN(c2cccc(CO)c2)[C@H]1c1ccccc1F
-6.5,C#C[C@@](C)(c1ccccc1)N1NN=C(CN2CCOCC2)[C@@H]1[C@@](C)(O)C(C)(C)C
-5.8,C=CC1=NNN(C2=CC=C3CC=CC=C3N2CC)[C@H]1C(C)(C)O
-6.5,CS(=O)(=O)c1cccc2c(N3NN=C([C@H](O)C4CCCCC4)[C@H]3C(F)(F)F)ccnc12
-7.0,OCCC1=NNN(C[C@H]2COc3ccccc3O2)[C@@H]1CN1CCC1
-6.8,CCC1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@@H]1COC
-7.1,CC(C)CCN(C)CC1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@H]1C
-6.6,CCOC(=O)NCC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1CN(C)C
-7.4,CC[C@H](O)CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1c1ccccc1
-6.3,CCN1C2=CC=CCC2=CC=C1N1NN=C(c2ccccn2)[C@H]1C(=O)O
-6.8,CCC1=NNN(c2ccc(C(=O)C=O)cc2)[C@H]1C1OCCO1
-5.9,CCC1=NNN(c2nncn2NCc2ccc(OC)cc2)[C@H]1C(C)(C)C
-7.8,CC1=NNN(C[C@H]2COc3ccccc3O2)[C@H]1[C@H]1CCCN1C
-6.8,CCOc1ccc(CN2NN=C(CN)[C@H]2C(=O)OC)cc1
-7.4,CCNCC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@@H]1c1ccccc1
-8.1,Cc1ccc(C(=O)CN2NN=C(CNC(=O)NCc3ccccc3)[C@@H]2CN(C)C)cc1
-5.4,CCO[C@H]([C@H]1C(c2ccccc2)=NNN1c1ccc(CO)cc1)n1cncn1
-5.8,CCC1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@H]1C(=O)OC
-6.9,CC(C)Oc1c([C@H]2C(c3ccccc3)=NNN2c2ccc(C(=O)NN)cc2)c(=O)c1=O
-6.9,OCc1ccc(N2NN=C([C@H](O)C3CCCCC3)[C@H]2C(F)(F)F)cc1
-7.0,CN1C2=CC=CCC2=CC=C1N1NN=C(CCC#CC(=O)O)[C@H]1C(=O)O
-8.3,Cc1ccc(C(=O)CN2NN=C(CN3C(=O)c4ccccc4C3=O)[C@@H]2CO)cc1
-6.2,C#C[C@](C)(c1ccccc1)N1NN=C(c2ccccc2)[C@@H]1[C@@]1(O)Cc2cccc(F)c21
-5.6,C#C/C=C\C1=NNN(c2ccc(F)cc2F)[C@H]1C(C)=O
-7.5,Cc1ccc(CN2NN=C(c3cn(C)nc3C)[C@@H]2C(=O)O)cc1C
-6.2,CCN1C2=CC=CCC2=CC=C1N1NN=C(C(=O)OC)[C@@H]1c1ccc(C)cc1
-7.4,O=C(CN1NN=C(CNCCN2CCOCC2)[C@H]1c1ccccc1)c1cccc(F)c1
-5.5,C[C@H](O)C1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1[C@@]1(C)CCCC(C)(C)O1
-6.7,O=[N+]([O-])c1cccc(-n2nnnc2CN2NN=C(c3ccccc3)[C@@H]2C2=CCOCC2)c1
-8.1,C[C@H]1C(C#Cc2cccc(=O)o2)=NNN1c1ccc(F)cc1F
-7.0,C[C@H]1C(COC[C@H]2CN(C)C(=O)O2)=NNN1c1ccc(C(=O)NN)cc1
-6.0,COc1cc(CO)c(OCC2=NNN(c3cccc4ncccc34)[C@H]2C)c(CO)c1
-8.2,C#CCC1=NNN(c2nncn2NCc2ccc(OC)cc2)[C@H]1c1ccccc1
-6.7,CCC1=NNN(c2ccc(C(=O)C=O)cc2)[C@H]1[C@](C)(O)CC
-8.1,CC(C)(O)C1=NNN(CCCN2NN=C3C=CC=C[C@@H]32)[C@H]1[C@H](O)c1cccs1
-7.8,CCCC1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@@H]1c1cccs1
-6.8,CC(=O)c1ccc([C@H]2C(C)=NNN2C2=CC=C3CC=CC=C3N2C)cc1
-6.3,CCn1ccc(C2=NNN(c3cccc(CO)c3)[C@H]2C(=O)O)n1
-5.9,CN(C)CC1=NNN(Cc2ccccc2)[C@@H]1c1ccccc1
-5.5,CCC[C@@H](O)[C@H]1C(CN(CC)CC)=NNN1c1ccnc2c(S(C)(=O)=O)cccc12
-6.9,C#C[C@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1c1cccc(F)c1
-8.0,CNC(=O)C1=NNN(CC2=C[C@H]3NCN=C3C=C2)[C@H]1C(=O)NC
-7.9,Cc1cccc([C@H]2C(CO)=NNN2Cc2ccc(-n3cccn3)cc2)c1
-6.6,C[C@@H](CC1=NNN(c2cccc3ncccc23)[C@H]1CN1CCCCC1)OCCC#N
-7.7,CCCCCC1=NNN(CCCN2NN=C3C=CC=C[C@@H]32)[C@@H]1C(=O)N(C)N
-6.4,C#C[C@@](C)(c1ccccc1)N1NN=C(C)[C@@H]1[C@]12CCCCC[C@H]1O2
-5.7,C=CC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@@H]1[C@]1(O)C[C@H](C)N(C)C[C@@H]1C
-7.0,C=C(C)[C@@H]1C(CN(CC)CC)=NNN1C[C@H]1COc2ccccc2O1
-6.5,CN1C2=CC=CCC2=CC=C1N1NN=C(c2ccccc2)[C@@H]1[C@H](O)c1ccccc1
-7.1,c1ccc([C@@H]2C(CN3CCOCC3)=NNN2c2cccc3ncccc23)cc1
-7.0,CN(C)C[C@H]1C(CNC(=O)c2cccn(C)c2=O)=NNN1c1cccc(CO)c1
-7.6,CCC[C@@H]([C@H]1C(c2ccccc2)=NNN1C[C@@H]1COc2ccccc2O1)N1CCOCC1
-7.4,O=C(NCC1=NNN(c2ccc(CO)cc2)[C@@H]1c1ccccc1)NC1CCCC1
-8.0,C[C@H]1C(C#C/C=C2/C=C[C@@]3(CCCO3)O2)=NNN1c1nncn1NCc1ccc(F)cc1
-5.4,C#C[C@@](C)(c1ccccc1)N1NN=C(c2ccccc2)[C@@H]1[C@H](C)N(CC)CC
-6.9,CC(=O)OCC1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@@H]1COCCC#N
-7.6,C[C@H]1C(C#CC#C[C@@H]2O[C@@H]2CO)=NNN1c1ccc(F)cc1F
-7.1,CCCn1cc(C2=NNN(CC(=O)c3cccc(F)c3)[C@@H]2C(=O)OC)c(C)n1
-6.6,C[C@H]1C(COc2ccccc2-c2nnc[nH]2)=NNN1c1ccnc2c(S(C)(=O)=O)cccc12
-6.4,N#CC1=NCN[C@H]1[C@H]1C(CO)=NNN1c1cccc(CO)c1
-5.8,O=C(O)/C=C/C#CC1=NNN(c2ccc(F)cc2F)[C@H]1CCC(=O)O
-6.3,COc1ccccc1CN(CC1=NNN(c2cc(NC(N)=S)ccc2C)[C@H]1C)C1CC1
-6.4,OC1(C2=NNN(c3nncn3NCc3ccc(F)cc3)[C@H]2C(F)(F)F)CCCC1
-6.9,CCCCC1=NNN(Cc2ccccc2)[C@H]1C
-7.3,O=C(CN1NN=C(CN2CCCC2)[C@@H]1CCCN1CCCC1)c1cccc(F)c1
-8.3,COc1ccc(OCC2=NNN(CC(=O)c3ccc(C)cc3)[C@@H]2C)cc1
-7.6,COCC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@@H]1c1cccc(F)c1
