energy,smiles
-5.4,C=C[C@@H]1O[C@@H]1[C@@H]1C(C(C)(C)C)=NNN1c1cc(NC(N)=S)ccc1C
-5.4,CN(C)C([C@H]1C(c2ccccc2)=NNN1c1cccc2ncccc12)(N(C)C)N(C)C
-7.7,C=C(C)C1=NNN(Cc2ccc(C)c(C)c2)[C@@H]1[C@@]1(O)C=C(OC)C(OC)=CC1=O
-5.4,C#C[C@](C)(c1ccccc1)N1NN=C(CN2CCCCC2)[C@@H]1[C@H](CC)OC(C)=O
-6.0,C=CC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1C(C)(C)OC[C@H]1CO1
-7.9,C[C@H]1C(CNc2ccc([N+](=O)[O-])cc2C#N)=NNN1c1cccc2ncccc12
-8.2,O=C(CN1NN=C(C2(O)CCCCC2)[C@@H]1c1ccc(C(=O)O)o1)c1cccc(F)c1
-7.8,O=Cc1ccc([C@@H]2C(CO)=NNN2C[C@@H]2COc3ccccc3O2)s1
-6.1,CC1=NNN(c2ccc(CO)cc2)[C@H]1[C@]12CCCC[C@H]1O2
-5.7,CC[C@H]1C(C[C@H](N)C(=O)OC)=NNN1c1cccc(CO)c1
-6.5,C[C@H]1C(C[C@@H](C)O)=NNN1c1cccc2ncccc12
-6.6,O=[N+]([O-])c1cc2c(cc1N1NN=C(COC[C@H]3CO3)[C@@H]1c1ccccc1)OCCO2
-7.8,CC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1[C@@]1(O)C(=O)C(C)=C1C
-7.4,CC(C)(C)[C@H]1C(CN)=NNN1Cc1ccc(-n2cccn2)cc1
-6.3,C#C[C@@](C)(c1ccccc1)N1NN=C(C(=O)OCC)[C@@H]1c1ccc(C)cc1
-6.3,CN(C)CC1=NNN(c2ccc(F)cc2F)[C@@H]1c1ccccc1
-6.8,COC(=O)c1cccnc1[C@@H]1C(c2ccccc2)=NNN1C1=CC=C2CC=CC=C2N1C
-6.1,O=Cc1ccccc1[C@@H]1C(CO)=NNN1c1cccc2cccnc12
-7.9,CN(C)CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1[C@@]1(C)CCCC(C)(C)O1
-7.5,CC[C@@H](C)n1ccc(C2=NNN(CC(=O)c3cccc(F)c3)[C@@H]2C(=O)O)n1
-5.7,O=C(O)[C@H]1C([C@H]2C=CCCC2)=NNN1c1cccc2ncccc12
-6.7,CCOc1ccc(CN2NN=C(CC)[C@@H]2CC)cc1
-7.6,COC(=O)[C@@H]1C(c2cn(C)nc2C2CC2)=NNN1Cc1ccc(C)c(C)c1
-6.2,COC(OC)[C@@H]1C(C2CC2)=NNN1c1cccc2cccnc12
-6.5,C[C@@H](O)CNCC1=NNN(c2ccc(CO)cc2)[C@H]1c1ccccc1
-6.1,CCN(CC1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@@H]1C(C)(C)O)c1ccccc1
-8.0,N#Cc1ccc([C@H]2C(CO)=NNN2CCc2ccc(-c3ncc[nH]3)cc2)cc1
-7.5,CCCC1=NNN(c2ccc(C(=O)NN)cc2)[C@H]1[C@@H]1C=CC(=O)O1
-6.4,CC(C)(O)[C@H]1C(c2ccc(C#N)cc2)=NNN1C1=NS(=O)(=O)c2ccccc21
-6.4,C[C@H]1C(CN2CCCC[C@H]2c2ncn[nH]2)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-7.7,Cc1nn(C)c(C)c1C1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@H]1C(=O)O
-6.1,COc1ccc(C2=NNN(Cc3ccccc3)[C@@H]2[C@H](O)C(F)(F)F)cc1
-5.7,CC[C@@](C)(O)C#CC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1[C@](C)(O)CC
-6.1,COC(=O)[C@H]1CCCCN1CC1=NNN(c2cc(NC(N)=S)ccc2C)[C@H]1C
-8.1,CC1=NNN(Cc2ccc(C)c(C)c2)[C@H]1c1ccc(C=O)cc1
-7.7,CC(C)(O)C1=NNN(CC2=C[C@H]3NCN=C3C=C2)[C@H]1c1cccs1
-6.7,CC[C@H](CO)NCC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@@H]1c1ccccc1
-6.6,CCOC(=O)C1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1c1ccc(C)cc1
-7.4,CCOc1ccc(CN2NN=C(CNC[C@@H](O)c3ccccc3)[C@@H]2C(C)(C)C)cc1
-8.7,C[C@H]1C(CCCC(=O)Nc2ccccc2C(=O)O)=NNN1C1=CC=C2CC=CC=C2N1C
-6.0,CC(C)(O)C1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@@H]1c1ccc([C@H]2NCCS2)cc1
-6.3,C[C@@H](O)C#CC1=NNN(c2ccc(C(=O)NN)cc2)[C@H]1[C@@H](C)O
-8.3,C[C@@H]1C(CNc2ccccc2C(=O)NC2CC2)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-8.2,Cc1ccc(NCC2=NNN(c3ccnc4c(S(C)(=O)=O)cccc34)[C@@H]2C)cc1
-5.9,CC[C@](C)(OC(C)=O)[C@H]1C(CN2CCCCC2)=NNN1Cc1ccccc1
-5.8,C=CC[C@H]1C(CO)=NNN1C1=CC=C2CC=CC=C2N1C
-6.7,CC(C)N(CC1=NNN(Cc2ccccc2)[C@@H]1C(C)(C)O)Cc1ccccc1
-5.4,C#C[C@@](C)(c1ccccc1)N1NN=C(CC)[C@@H]1[C@]1(C)O[C@H]1CO
-6.6,C#C[C@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1c1ccc(-c2cccnc2)s1
-7.6,CCN1C2=CC=CCC2=CC=C1N1NN=C(CNC(=O)c2ccccn2)[C@H]1c1ccccc1
-6.0,O[C@H](c1ccccc1)[C@H]1C(CN2CCCCC2)=NNN1c1nncn1NCc1ccc(F)cc1
-7.0,CC1=NNN(Cc2ccccc2)[C@H]1C(C)(C)O
-7.3,CC(=O)NCC1=NNN(CC(=O)c2ccc(C)cc2)[C@@H]1CN(C(C)C)C(C)C
-7.7,CCOC(=O)NCC1=NNN(C[C@H]2COc3ccccc3O2)[C@H]1CN1CCOCC1
-6.7,COCC#CCOCOCC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1CO
-7.9,C[C@H]1CCC[C@@H](C)N1C[C@@H]1C(CO)=NNN1CCc1ccc(-c2ncc[nH]2)cc1
-8.7,C[C@H]1C(COC[C@@H]2CN(c3ccccc3)C(=O)O2)=NNN1c1ccc(C(=O)NN)cc1
-6.0,CCOC(OCC)[C@H]1C(CO)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-8.1,CC(C)(O)C1=NNN(C[C@@H]2COc3ccccc3O2)[C@H]1c1ccc(OCCCO)cc1
-5.9,CCN1C2=CC=CCC2=CC=C1N1NN=C(CO)[C@@H]1c1ccc(N)nc1
-7.4,C#Cc1ccc(C2=NNN(c3ccc(F)c([N+](=O)[O-])c3)[C@H]2c2ccc(C(=O)O)cc2)cc1
-6.0,Nc1cccnc1[C@H]1C(c2ccccc2)=NNN1c1nncn1NCc1ccc(F)cc1
-6.8,C=C(C)[C@](C)(O)C#CC1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@H]1[C@](C)(O)C(=C)C
-7.8,C[C@@H]1C(CN(C)C[C@H](O)CN2CCOCC2)=NNN1c1ccc(CO)cc1
-8.3,CC1=NNN(CCCN2NN=C3C=CC=C[C@@H]32)[C@H]1c1ccc([N+](=O)[O-])cc1
-7.2,O=C(CN1NN=C(CO)[C@H]1[C@H]1CCCCO1)c1cccc(F)c1
-7.5,CCC(=O)NCC1=NNN(c2ccc(C(=O)NN)cc2)[C@H]1CN(C)Cc1ccccc1
-6.9,C#C[C@@](C)(c1ccccc1)N1NN=C(c2ccc(OC)c(OC)c2)[C@H]1C(=O)O
-7.3,CCOc1ccc(CN2NN=C(CN[C@H](CO)c3ccc(CC)cc3)[C@H]2C)cc1
-7.1,CCOc1ccc(CN2NN=C(CN3CCOCC3)[C@@H]2COC)cc1
-6.2,NOCC1=NNN(c2ccc(CO)cc2)[C@@H]1c1ccccc1
-6.6,CC(C)(O)C1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1c1ccc(F)cc1
-6.2,CCC1=NNN(c2nncn2NCc2ccc(F)cc2)[C@@H]1[C@@H]1CCCCC1=O
-7.3,O=C1C=CC(=O)N1CCC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1CN1CCCC1
-5.9,O=[N+]([O-])c1cc2c(cc1N1NN=C(CO)[C@@H]1[C@@H](O)c1ccccc1)OCCO2
-5.5,CNCC1=NNN(c2ccc(CO)cc2)[C@H]1c1cccs1
-8.2,OCCNCC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@@H]1c1ccccc1
-8.3,C[C@H]1C(CN2C(=O)N[C@@](C)(c3ccccn3)C2=O)=NNN1C[C@H]1COc2ccccc2O1
-5.6,CC(C)(O)[C@@H]1C(C[C@@H]2C[C@H]3CC[C@@H]2CC3)=NNN1c1ccc(CO)cc1
-7.1,C[C@H]1C(COc2ccccc2CC(N)=O)=NNN1c1ccnc2c(S(C)(=O)=O)cccc12
-6.6,C[C@H]1C(CC[C@@H](O)[C@H]2CO2)=NNN1c1cccc(CO)c1
-5.2,CN1C2=CC=CCC2=CC=C1N1NN=C(CN2CC2)[C@H]1CCN
-7.9,CCOC(=O)C(=O)[C@H]1C(c2ccccc2)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-7.2,CN(C)CC#C/C=C\C1=NNN(C[C@@H]2COc3ccccc3O2)[C@@H]1CN
-7.8,C#CC1=NNN(Cc2ccc(C)c(C)c2)[C@H]1C1=CCCCC1
-6.4,O=CC(=O)c1ccc(N2NN=C(CO)[C@H]2[C@@H]2CC[C@H]2C#CCO)cc1
-7.1,CC[C@H](O)CCC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1c1ccccc1
-8.2,N#Cc1ccc([C@H]2C(CO)=NNN2CC(=O)c2cccc(F)c2)cc1
-6.9,NOCC1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@@H]1c1ccccc1
-7.4,COc1ccc(C2=NNN(c3nncn3NCc3ccc(F)cc3)[C@H]2C(=O)c2ccccc2)cc1
-7.8,CC(=O)C(=O)[C@H]1C(c2ccccc2)=NNN1CCCN1NN=C2C=CC=C[C@@H]21
-5.2,C#C[C@](C)(c1ccccc1)N1NN=C(CN2CCSCC2)[C@H]1CCN
-8.1,c1ccc(C2=NNN(Cc3ccc(-n4cccn4)cc3)[C@H]2c2cccnc2)cc1
-7.0,CCOc1ccc(C2=NNN(C[C@H]3COc4ccccc4O3)[C@@H]2C(=O)OC)cc1
-6.0,CC[C@](C)(OCCC#N)[C@@H]1C(CN2CCCCC2)=NNN1c1cccc(CO)c1
-7.7,O=C(CC1CCCC1)NCC1=NNN(c2cccc(CO)c2)[C@H]1c1ccccc1
-6.8,C[C@H]1C(C#CC(C)(C)O)=NNN1c1cccc2ncccc12
-6.9,OCCC1=NNN(c2cccc(CO)c2)[C@H]1CN1CCCCC1
-7.7,O=C(O)[C@H]1C(c2cccc3ccccc23)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-8.1,Cc1nccnc1[C@@H]1C(C(C)(C)O)=NNN1c1nncn1NCc1ccc(F)cc1
-5.6,C#C[C@@](C)(c1ccccc1)N1NN=C(CN(Cc2ccccc2)C(C)C)[C@@H]1[C@@H](C)O
-6.7,CC(C)N(CC1=NNN(c2ccc(C(=O)NN)cc2)[C@H]1[C@H](C)O)Cc1ccccc1
-6.9,Cc1ccc([C@@H]2C(CO)=NNN2c2ccc(C(=O)NN)cc2)c(F)c1
-7.1,CC1=NNN(CC(=O)c2ccc(C)cc2)[C@H]1[C@]1(C)C[C@@H]1C(=O)O
-7.3,COC(=O)[C@@H]1C(CCCO)=NNN1CCc1ccc(-c2ncc[nH]2)cc1
-7.5,CC1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@@H]1[C@@]12[C@H]3CCC[C@@H]1[C@H]32
-7.5,CC(C)(CO)C1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@H]1C(F)(F)F
-7.3,O=[N+]([O-])c1cc2c(cc1N1NN=C(C#C[C@H](O)c3ccccc3)[C@H]1CO)OCCO2
-7.5,O=[N+]([O-])c1cc2c(cc1N1NN=C(CNC3CCCC3)[C@@H]1c1ccccc1)OCCO2
-8.2,C#CC1=NNN(Cc2ccc(C)c(C)c2)[C@H]1c1ccccc1C
-7.2,CC#Cc1ccc(C#CC2=NNN(C[C@@H]3COc4ccccc4O3)[C@@H]2[C@H](O)CO)s1
-6.9,C#Cc1ccc([C@@H]2C(C#C[C@H](O)CC)=NNN2c2cccc3cccnc23)s1
-6.3,C#C[C@@](C)(c1ccccc1)N1NN=C(C(C)(C)O)[C@H]1Cc1ccccc1F.O
-5.6,CCN(CC)C[C@H]1C(COC(C)=O)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-7.5,C#C[C@@](C)(c1ccccc1)N1NN=C(CN[C@@H](CO)c2ccc(CC)cc2)[C@@H]1C
-5.9,C=C(C)C1=NNN(c2ccc(F)cc2F)[C@H]1[C@](C)(O)CC
-8.2,CC[C@](C)(O)[C@H]1C(CN2CCOCC2)=NNN1C[C@@H]1COc2ccccc2O1
-6.1,CCOC(OCC)[C@@H]1C(C)=NNN1c1ccc(F)cc1F
-6.8,CS(=O)(=O)c1cccc2c(N3NN=C(c4ccccc4)[C@@H]3c3ccccn3)ccnc12
-7.5,CCNC[C@H]1C(COc2cc(C)ccc2C)=NNN1c1ccc(C(=O)C=O)cc1
-7.3,CCOc1ccc(CN2NN=C(C)[C@@H]2[C@@]2(C)CCC2(C)C)cc1
-7.2,C#CC(=O)[C@H]1C(C[C@@H]2COC(CC)(CC)O2)=NNN1CC(=O)c1cccc(F)c1
-7.1,Cc1ccc(C(=O)CN2NN=C(CO)[C@@H]2C2(O)CCCC2)cc1
-6.3,OC[C@@H]1C(CN2CCSCC2)=NNN1c1ccc(F)cc1F
-8.1,Oc1ccccc1[C@H]1C(C2CC2)=NNN1C[C@H]1COc2ccccc2O1
-8.0,Cc1ccc(C(=O)CN2NN=C(CN3CCOCC3)[C@H]2c2ccccc2)cc1
-6.5,COc1ccc(C2=NNN(Cc3ccccc3)[C@H]2C(=O)c2ccccc2)cc1
-6.5,Nc1ccc([C@H]2C(c3ccccc3)=NNN2c2cccc(CO)c2)cc1
-6.6,CCOc1ccc(CN2NN=C(CCO)[C@@H]2CN2CCC2)cc1
-7.9,O=C(O)C1=NNN(CC(=O)c2cccc(F)c2)[C@@H]1c1cccc([N+](=O)[O-])c1
-7.0,CC(C)(O)C1=NNN(c2nncn2NCc2ccc(F)cc2)[C@@H]1[C@H](O)c1ccccc1F
-6.4,CC(C)CCN(C)CC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1C
-7.9,C#C[C@](C)(c1ccccc1)N1NN=C(COc2ccccc2)[C@@H]1C(C)(C)O
-7.5,CCC1=C(CCC2=NNN(CC3=C[C@@H]4NCN=C4C=C3)[C@H]2CC)SS1(=O)=O
-6.5,CCN1C2=CC=CCC2=CC=C1N1NN=C(CNC(=O)CC2CCCC2)[C@@H]1CN(C)C
-7.3,OCCOCC1=NNN(C[C@H]2COc3ccccc3O2)[C@H]1CN1CCCCC1
-7.6,O=C(CC1CCCC1)NCC1=NNN(Cc2ccccc2)[C@H]1c1ccccc1
-7.7,CC(C)(C)/N=C\C1=NNN(CC2=C[C@H]3NCN=C3C=C2)[C@H]1c1ccccc1
-7.2,C/C=C/C1=NNN(CC(=O)c2cccc(F)c2)[C@H]1[C@@H]1C[C@H]1C
-5.8,C=CC[C@H]1C(CO)=NNN1C1=CC=C2CC=CC=C2N1CC
-5.7,CSCC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1C
-7.0,CSCC1=NNN(CC(=O)c2cccc(F)c2)[C@H]1C
-7.3,C[C@H]1C(CN[C@@]2(CO)C[C@H](C)CC(C)(C)C2)=NNN1CCCN1NN=C2C=CC=C[C@@H]21
-7.6,C[C@@H]1C(C[C@]2(C)CCCN2)=NNN1CCc1ccc(-c2ncc[nH]2)cc1
-8.0,C[C@H]1C(Cn2nc(-c3cccs3)oc2=O)=NNN1c1ccc(CO)cc1
-8.7,Cc1ccc(C(=O)CN2NN=C(c3ccccc3)[C@@H]2c2ccc(/C=N/O)o2)cc1
-6.6,Cc1ccc([C@H](O)[C@H]2C(CN3CCCC3)=NNN2C2=NS(=O)(=O)c3ccccc32)cc1
-6.7,OCCC1=NNN(c2cccc3cccnc23)[C@H]1CN1CCCC[C@H]1c1cccnc1
-7.6,C#Cc1ccc([C@H]2C(c3ccccc3)=NNN2c2cccc3ncccc23)cc1
-6.2,NCC[C@@H]1C(CN2CCCC2)=NNN1c1ccc(CO)cc1
-7.9,NOCC1=NNN(CC2=C[C@@H]3NCN=C3C=C2)[C@@H]1c1ccccc1
-7.1,COc1ccc(CNn2cnnc2N2NN=C(C#C/C=C/c3ccco3)[C@@H]2/C=C/CO)cc1
-9.3,C[C@@H]1C(Cn2ncc(N3CCN(C)CC3)cc2=O)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-7.6,C[C@](O)(c1ccccc1)[C@H]1C(CN2CCOCC2)=NNN1c1ccc(C(=O)NN)cc1
-5.7,COc1ccc(CNn2cnnc2N2NN=C(CN3CCCC3)[C@@H]2C(C)(C)OC(C)=O)cc1
-5.3,CC(=O)NCC1=NNN(c2ccc(CO)cc2)[C@H]1CN(C(C)C)C(C)C
-5.7,Cc1cccc(C2=NNN(c3ccc(C(=O)C=O)cc3)[C@@H]2C(=O)O)c1C
-5.8,C=C(C)C1=NNN(c2nncn2NCc2ccc(F)cc2)[C@H]1[C@H](O)C(C)C
-8.3,N#CC1=NNN(CC2=C[C@H]3NCN=C3C=C2)[C@H]1C1CCCCC1
-5.9,CC(=O)OC(C)(C)[C@H]1C(CN2CCOCC2)=NNN1C1=NS(=O)(=O)c2ccccc21
-7.3,CCOc1ccc(CN2NN=C(C3CC3)[C@H]2c2cccs2)cc1
-7.8,C[C@H]1C(CN2CCC/C2=C\O)=NNN1Cc1ccc(-n2cccn2)cc1
-6.2,C#Cn1ccnc1[C@@H]1C(COC)=NNN1c1ccc(F)c([N+](=O)[O-])c1
-8.4,C=C(C)[C@@H]1C(CN2CCCC[C@H]2c2cccnc2)=NNN1C[C@@H]1COc2ccccc2O1
-5.2,CCN(C)C[C@H]1C(CO)=NNN1c1cccc2ncccc12
-5.4,CCN1C2=CC=CCC2=CC=C1N1NN=C([C@](C)(O)CC)[C@@H]1[C@](C)(O)CC
-7.3,C=C(C)[C@H]1C(C[C@H](O)CC)=NNN1Cc1ccc(-n2cccn2)cc1
-5.2,CN(C)C[C@H]1C(CO)=NNN1c1ccc(CO)cc1
-8.6,O/N=C/C1=C([C@H]2C(c3ccccc3)=NNN2CCCN2NN=C3C=CC=C[C@@H]32)CCC1
-6.2,Cc1ccc([C@H]2C(CO)=NNN2c2ccc(CO)cc2)cc1C
-6.2,C#C[C@@](C)(c1ccccc1)N1NN=C(CO)[C@@H]1c1ccsc1
-7.0,Cc1ccc(C2=NNN(CCCN3NN=C4C=CC=C[C@@H]43)[C@H]2[C@](C)(O)C(C)(C)C)cn1
-8.2,Cc1ccc(CN2NN=C(CNc3cc(C(N)=O)c(F)cc3F)[C@@H]2C)cc1C
-7.2,CCC1=NNN(Cc2ccc(C)c(C)c2)[C@@H]1C(C)=O
-6.0,CC#Cc1ccc(C#CC2=NNN(C3=CC=C4CC=CC=C4N3CC)[C@@H]2[C@H](O)CO)s1
-7.6,COc1ccc(CNn2cnnc2N2NN=C(c3ccccc3)[C@@H]2c2cncnc2)cc1
-6.3,CC[C@H]1C(CCOC(C)=O)=NNN1c1ccc(C(=O)C=O)cc1
-5.8,CN1C2=CC=CCC2=CC=C1N1NN=C(CN)[C@H]1c1ccsc1
-6.7,Cc1ccc(NC(N)=S)cc1N1NN=C(C#CCN(C)C)[C@@H]1C
-6.1,COC(=O)[C@H]1C(c2cnn(C)c2C)=NNN1C1=CC=C2CC=CC=C2N1C
-8.0,Nc1nccnc1[C@H]1C(c2ccccc2)=NNN1c1nncn1NCc1ccc(F)cc1
-5.7,C=C(C)C1=NNN(c2cccc3ncccc23)[C@H]1[C@H](O)CC
-7.6,CC(C)(O)[C@H]1C(CO)=NNN1C[C@@H]1COc2ccccc2O1
-5.7,CCN1C2=CC=CCC2=CC=C1N1NN=C(C2CC2)[C@@H]1[C@@H]1CCC1=O
-7.1,COc1ccccc1C(=O)C1=NNN(c2nncn2NCc2ccc(F)cc2)[C@@H]1c1cccs1
-7.8,C#C[C@@](C)(c1ccccc1)N1NN=C(C(=O)c2ccccc2)[C@@H]1C(=O)c1ccccc1
-7.2,CC[C@@H](O)CCC1=NNN(C2=CC=C3CC=CC=C3N2C)[C@H]1c1ccccc1
-5.7,COC[C@H]1C(CN2CCOCC2)=NNN1C1=CC=C2CC=CC=C2N1C
-7.3,CC(=O)C/C=C(/C)[C@H]1C(C)=NNN1CC(=O)c1ccc(C)cc1
-7.7,CCOc1ccc(CN2NN=C(COc3ccc(C)c(C)c3)[C@H]2CNC)cc1
-5.8,O=Cc1cc([C@H]2C(c3ccccc3)=NNN2c2ccc(F)c([N+](=O)[O-])c2)cs1
-6.9,C#CCN(CCc1ccccn1)CC1=NNN(c2nncn2NCc2ccc(F)cc2)[C@H]1C
-6.8,CCCC1=NNN(Cc2ccccc2)[C@H]1C(=O)O
-6.1,COCC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@@H]1[C@@H]1OC[C@H]1C
-7.6,C[C@H](O)C1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@H]1[C@]1(C)CCCC(C)(C)O1
-6.8,OCCC1=NNN(c2ccc(F)cc2F)[C@H]1CN1CCCC[C@H]1c1cccnc1
-8.4,C[C@H]1C(CNc2cc(C(N)=O)c(F)cc2F)=NNN1C1=CC=C2CC=CC=C2N1C
-8.1,CCCC1=NNN(c2nncn2NCc2ccc(F)cc2)[C@H]1c1cccs1
-5.5,CC(C)(C)C1=NNN(c2cc3c(cc2[N+](=O)[O-])OCCO3)[C@H]1C(C)(C)O
-7.7,CCC1=NNN(C[C@H]2COc3ccccc3O2)[C@H]1[C@H]1CCC(=O)O1
-6.4,C[C@H]1C(C[C@](N)(C(=O)O)C(F)(F)F)=NNN1c1cccc2cccnc12
-5.8,CC(C)[C@](C)(O)[C@H]1C(CN2CCOCC2)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-7.8,CC(=O)N1CCCC[C@H]1[C@H]1C(CN2CCCC2)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-6.3,C#C[C@@](C)(c1ccccc1)N1NN=C(CN[C@@]2(CO)C[C@H](C)CC(C)(C)C2)[C@@H]1C
-6.3,CC(=O)OCC1=NNN(c2cccc3ncccc23)[C@H]1COC(C)=O
-6.6,CCCN(CCC)CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1C
-6.2,Cc1nccnc1[C@@H]1C(C(C)(C)O)=NNN1c1cccc(CO)c1
-6.7,CC[C@@H](O)CC1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1C
-8.0,C[C@H]1C(CNCc2ccccc2)=NNN1c1cc2c(cc1[N+](=O)[O-])OCCO2
-6.0,COC(=O)c1c([C@H]2C(C(C)(C)O)=NNN2c2ccc(CO)cc2)cnn1C
-8.4,Cc1ccc(CN2NN=C(CCOC(=O)c3c[nH]c(C#N)c3)[C@@H]2C)cc1C
-7.6,C1=CC2=NCN[C@H]2C=C1CN1NN=C(C2CC2)[C@@H]1c1nccs1
-6.9,C[C@H]1C(CN(C)C[C@@H](O)CN2CCOCC2)=NNN1Cc1ccc(-n2cccn2)cc1
-5.5,CC(C)(C)C1=NNN(c2ccnc3c(S(C)(=O)=O)cccc23)[C@H]1C1(C)CC1
-7.2,CCn1cc(C2=NNN(Cc3ccc(-n4cccn4)cc3)[C@H]2C(=O)OC)cn1
-7.6,Cc1ccnc([C@@H]2C(CO)=NNN2CC2=C[C@@H]3NCN=C3C=C2)c1
-6.9,CC(C)(C)C1=NNN(c2ccc(C(=O)NN)cc2)[C@H]1c1cn[nH]c1
-7.2,C#C[C@@](C)(c1ccccc1)N1NN=C(COc2ccc(NC(=O)COC)cc2)[C@@H]1C
-6.5,CC1(C)CCC[C@](C)([C@H]2C(C(C)(C)O)=NNN2c2ccc(CO)cc2)O1
-6.3,CC(C)(O)[C@H]1C(c2ccc(C#N)cc2)=NNN1c1cccc(CO)c1
-6.0,C#C[C@@](C)(c1ccccc1)N1NN=C(CC)[C@@H]1[C@@H]1CCCCN1C
-7.8,O=Cc1ccccc1[C@H]1C(C2CC2)=NNN1CC(=O)c1cccc(F)c1
-5.7,CCC1=NNN(c2nncn2NCc2ccc(OC)cc2)[C@H]1[C@]1(C)O[C@H]1CO
-7.3,C[C@H]1O[C@@H]1[C@H]1C(C(C)(C)C)=NNN1CC1=C[C@@H]2NCN=C2C=C1
-7.5,Cc1ccc(CN2NN=C(c3ccccc3)[C@@H]2C(=O)N(C)CCN(C)C)cc1C
-7.0,O=C1CC(=S)N1CC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@@H]1c1ccccc1
-5.9,CCN1C2=CC=CCC2=CC=C1N1NN=C(CN2[C@@H](C)CCC[C@H]2C)[C@@H]1[C@@H](C)O
-8.1,C#CCN(CCC(=O)N1CCOCC1)CC1=NNN(Cc2ccccc2)[C@H]1C
-7.0,C#C[C@](C)(c1ccccc1)N1NN=C(c2ccc(O)cc2)[C@H]1c1ccc(F)cc1
-7.3,COc1ccc(CNn2cnnc2N2NN=C(c3ccc(C)cc3)[C@@H]2C(=O)O)cc1
-7.6,CC(=O)[C@H]1C(/C=C/c2ccccc2)=NNN1Cc1ccc(-n2cccn2)cc1
-6.0,CCC1=NNN(c2ccc(F)c([N+](=O)[O-])c2)[C@H]1[C@H]1CCCC1=O
-5.9,CCN1C2=CC=CCC2=CC=C1N1NN=C(CN(C)S(=O)(=O)c2ccccc2F)[C@@H]1C
-6.0,NCC1=NNN(C2=NS(=O)(=O)c3ccccc32)[C@H]1c1ccsc1
-6.7,CN(C)[C@H]1C(C#CC=O)=NNN1CC(=O)c1cccc(F)c1
-8.2,CC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1c1cc(F)cc(F)c1
-7.0,CCN1C2=CC=CCC2=CC=C1N1NN=C([C@H](C)O)[C@@H]1C(=O)OCc1ccccc1
-5.8,C#C[C@](C)(c1ccccc1)N1NN=C(C2CC2)[C@H]1C(OCC)OCC
-8.5,OCCC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@@H]1c1ccccc1
-7.7,O=CC(=O)c1ccc(N2NN=C(COCc3ccccc3)[C@@H]2CO)cc1
-8.0,Cc1ccc(CN2NN=C(CON)[C@@H]2c2ccc(F)cc2)cc1C
-7.6,NNC(=O)c1ccc(N2NN=C(CNC(=O)CC3CCCC3)[C@H]2c2ccccc2)cc1
-7.9,Cc1ccc(CN2NN=C(C3CCCCC3)[C@@H]2C(=O)O)cc1C
-7.7,O[C@H](Cc1ccccc1)C1=NNN(CCc2ccc(-c3ncc[nH]3)cc2)[C@@H]1C(F)(F)F
-7.8,CCC1=NNN(Cc2ccc(-n3cccn3)cc2)[C@H]1[C@H]1CCCC1=O
-7.7,C#C[C@](C)(c1ccccc1)N1NN=C(COc2ccc(OC)cc2)[C@H]1CNC
-6.9,OCCCC1=NNN(c2cccc3ncccc23)[C@@H]1c1ccccc1
